review_id,item_id,category,brand,user_id,size_ordered,user_height_cm,user_weight_kg,user_body_type,fit_feedback,review_text,rating,returned,return_reason
REV-006128,TOP-308,Top,Dressberry,USR-2307,S,151.0,46.8,Petite,Fit,"Matches the size chart accurately, so comfortable. Rigid material with no give whatsoever. Too long for my height, dragged on the floor without heels.",4,0,None
REV-006129,ETH-404,Ethnic,Taavi,USR-1304,XL,168.0,78.1,Athletic,Large,"Definitely oversized cut, consider sizing down. Waist is roomy and relaxed. Fabric has zero stretch and is quite stiff.",4,1,Fit
REV-006130,TOP-305,Top,Mango,USR-3787,L,153.8,61.3,Pear,Small,Ordered size L but this definitely runs small. A bit longer than pictured on the model. Tight across the shoulders and chest area.,3,1,Fit
REV-006131,JNS-212,Jeans,Mango,USR-3279,M,149.3,50.9,Regular,Large,"Ordered my usual size M and it was swimming on me. Length is quite long, might need tailoring. Gaped at the waist quite a bit.",1,1,Fit
REV-006132,JNS-205,Jeans,Dressberry,USR-5667,S,170.1,61.0,Regular,Fit,"Size S fits like a glove! True to size. Waist was noticeably smaller than standard sizing. Great length, falls just right.",4,0,None
REV-006133,JNS-204,Jeans,HRX,USR-8905,M,152.3,55.1,Petite,Fit,Size M fits like a glove! True to size. Super stretchy and forgiving material. A bit longer than pictured on the model.,3,0,None
REV-006134,TOP-310,Top,Roadster,USR-1486,XL,158.4,64.2,Pear,Large,Ordered my usual size XL and it was swimming on me. Gaped at the waist quite a bit. Length was somewhat brief.,4,1,Fit
REV-006135,TOP-311,Top,Mast & Harbour,USR-8596,S,156.5,49.6,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Way too tight across the bust and chest.",4,0,None
REV-006136,JNS-208,Jeans,Wrogn,USR-1412,M,148.8,52.8,Pear,Fit,Size M fits like a glove! True to size. A bit longer than pictured on the model.,5,0,None
REV-006137,DRS-106,Dress,Dressberry,USR-8513,XS,161.4,48.7,Pear,Large,"Ordered my usual size XS and it was swimming on me. Plenty of room around the waist. Great length, falls just right.",5,1,Fit
REV-006138,JNS-205,Jeans,Dressberry,USR-9423,M,163.8,72.7,Pear,Small,"I usually wear M, but this was way too snug. Great length, falls just right. The waistband dug right into my sides.",4,1,Fit
REV-006139,ETH-405,Ethnic,Libas,USR-9939,M,161.0,62.8,Regular,Small,"Felt very suffocating in size M, recommend sizing up. Length is quite long, might need tailoring. Chest and shoulder seams align nicely.",2,0,None
REV-006140,DRS-109,Dress,Roadster,USR-7672,XS,164.4,50.3,Pear,Fit,Absolutely love the fit of size XS. Fits very comfortably around the waist. Loose at the bust and chest armholes.,5,0,None
REV-006141,TOP-313,Top,Taavi,USR-9381,S,176.5,66.7,Hourglass,Small,Ordered size S but this definitely runs small. A little too short on me. Tight across the shoulders and chest area.,2,0,None
REV-006142,TOP-307,Top,HRX,USR-5425,L,167.0,72.8,Hourglass,Small,"Felt very suffocating in size L, recommend sizing up. Love the comfortable stretch in this fabric. Cropped shorter than expected for tall frames.",2,1,Fit
REV-006143,ETH-404,Ethnic,Taavi,USR-2481,L,161.6,66.6,Pear,Fit,Absolutely love the fit of size L. Fabric has zero stretch and is quite stiff. Waist is roomy and relaxed.,4,0,None
REV-006144,DRS-106,Dress,Dressberry,USR-9779,S,164.2,48.0,Pear,Large,"Runs on the larger side, felt baggy and loose.",1,1,Fit
REV-006145,ETH-402,Ethnic,Anouk,USR-4470,S,160.2,53.6,Regular,Fit,Perfect fit right out of the package. Fabric has zero stretch and is quite stiff. Way too tight across the bust and chest.,5,0,None
REV-006146,ETH-403,Ethnic,W for Woman,USR-9151,XS,159.4,46.3,Regular,Fit,"Matches the size chart accurately, so comfortable. Chest and shoulder seams align nicely. Fits very comfortably around the waist.",5,0,None
REV-006147,ETH-409,Ethnic,Taavi,USR-1873,XL,170.2,84.8,Athletic,Fit,Absolutely love the fit of size XL. Fits very comfortably around the waist. A bit longer than pictured on the model.,4,0,None
REV-006148,TOP-310,Top,Roadster,USR-7398,L,169.2,80.2,Petite,Fit,Absolutely love the fit of size L. Loose at the bust and chest armholes. Waist is roomy and relaxed.,5,0,None
REV-006149,ETH-411,Ethnic,W for Woman,USR-8113,S,160.2,53.3,Pear,Fit,"Matches the size chart accurately, so comfortable. Watch out after washing, might shrink slightly. Great length, falls just right.",5,0,None
REV-006150,JNS-201,Jeans,Roadster,USR-4126,L,157.2,63.4,Regular,Fit,"Size L fits like a glove! True to size. Great length, falls just right. Waist was noticeably smaller than standard sizing.",5,0,None
REV-006151,JNS-203,Jeans,Roadster,USR-7130,M,164.0,61.6,Pear,Large,"Definitely oversized cut, consider sizing down. Gaped at the waist quite a bit.",3,0,None
REV-006152,TOP-306,Top,Mast & Harbour,USR-9417,M,171.3,72.6,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Fabric has zero stretch and is quite stiff. Great length, falls just right.",5,0,None
REV-006153,JNS-202,Jeans,Mango,USR-2929,XS,156.8,50.7,Pear,Fit,"Matches the size chart accurately, so comfortable. Watch out after washing, might shrink slightly. Too long for my height, dragged on the floor without heels.",5,0,None
REV-006154,ETH-413,Ethnic,Taavi,USR-8255,M,167.1,75.9,Hourglass,Fit,"Size M fits like a glove! True to size. Great length, falls just right. Fabric has zero stretch and is quite stiff.",3,0,None
REV-006155,DRS-106,Dress,Dressberry,USR-4614,XL,166.3,84.0,Hourglass,Fit,Perfect fit right out of the package. Fits very comfortably around the waist.,5,0,None
REV-006156,TOP-301,Top,Roadster,USR-7760,M,173.6,75.0,Athletic,Fit,"Matches the size chart accurately, so comfortable. Runs small at bust for anyone with curves. Love the comfortable stretch in this fabric.",4,0,None
REV-006157,DRS-103,Dress,Roadster,USR-4649,XS,156.8,44.8,Regular,Small,"Felt very suffocating in size XS, recommend sizing up. The fabric has amazing stretch and recovery. Great length, falls just right.",2,1,Fit
REV-006158,ETH-406,Ethnic,Anouk,USR-5293,L,159.9,66.6,Pear,Fit,Perfect fit right out of the package. Way too tight across the bust and chest. Fabric has zero stretch and is quite stiff.,4,0,None
REV-006159,DRS-102,Dress,Dressberry,USR-2584,M,174.9,75.8,Petite,Large,"Definitely oversized cut, consider sizing down. Cropped shorter than expected for tall frames.",1,0,None
REV-006160,TOP-307,Top,HRX,USR-5390,L,170.4,64.7,Hourglass,Fit,Absolutely love the fit of size L. Super stretchy and forgiving material. A little too short on me.,4,0,None
REV-006161,DRS-109,Dress,Roadster,USR-9361,XL,166.7,73.2,Regular,Large,Had to return size XL because it was much too big. Super stretchy and forgiving material. Plenty of room around the waist.,2,1,Fit
REV-006162,TOP-306,Top,Mast & Harbour,USR-9768,S,149.0,48.0,Pear,Small,"Beautiful piece, but sizing is off and it runs tight. Fabric has zero stretch and is quite stiff. A bit longer than pictured on the model.",3,0,None
REV-006163,TOP-309,Top,Mango,USR-5164,M,169.0,69.2,Athletic,Fit,"Perfect fit right out of the package. Watch out after washing, might shrink slightly. Great length, falls just right.",4,0,None
REV-006164,TOP-307,Top,HRX,USR-3719,XS,154.4,40.0,Petite,Large,"Definitely oversized cut, consider sizing down. Too long for my height, dragged on the floor without heels. Waist is roomy and relaxed.",2,1,Quality
REV-006165,ETH-402,Ethnic,Anouk,USR-5114,M,160.0,58.7,Hourglass,Fit,Size M fits like a glove! True to size. Fits very comfortably around the waist. Fabric has zero stretch and is quite stiff.,5,0,None
REV-006166,TOP-305,Top,Mango,USR-1455,M,156.5,58.1,Athletic,Fit,"Absolutely love the fit of size M. Great length, falls just right. Fits very comfortably around the waist.",5,0,None
REV-006167,ETH-410,Ethnic,Anouk,USR-4024,S,165.9,70.9,Petite,Small,Ordered size S but this definitely runs small. Fabric has zero stretch and is quite stiff. Fits very comfortably around the waist.,2,1,Fit
REV-006168,JNS-204,Jeans,HRX,USR-5086,XS,146.5,40.0,Petite,Fit,"Matches the size chart accurately, so comfortable. Super stretchy and forgiving material. Length is quite long, might need tailoring.",5,0,None
REV-006169,DRS-111,Dress,Anouk,USR-1891,L,160.4,65.3,Regular,Large,Ordered my usual size L and it was swimming on me. Loose at the bust and chest armholes. Rigid material with no give whatsoever.,5,1,Fit
REV-006170,ETH-409,Ethnic,Taavi,USR-3358,M,165.8,68.7,Pear,Fit,"Absolutely love the fit of size M. Too long for my height, dragged on the floor without heels. Watch out after washing, might shrink slightly.",4,1,Quality
REV-006171,JNS-209,Jeans,Mast & Harbour,USR-7864,XS,159.9,56.1,Hourglass,Small,Ordered size XS but this definitely runs small. Very constricting waistline.,3,1,Fit
REV-006172,ETH-405,Ethnic,Libas,USR-2543,L,157.5,64.8,Hourglass,Small,"Felt very suffocating in size L, recommend sizing up. Runs small at bust for anyone with curves. Length is quite long, might need tailoring.",4,1,Quality
REV-006173,JNS-208,Jeans,Wrogn,USR-6191,L,156.2,64.5,Regular,Small,"Felt very suffocating in size L, recommend sizing up. The waistband dug right into my sides. Great length, falls just right.",3,1,Fit
REV-006174,TOP-311,Top,Mast & Harbour,USR-6673,S,163.9,61.9,Petite,Small,"Felt very suffocating in size S, recommend sizing up. Buttons pulled open at the chest. Waist was noticeably smaller than standard sizing.",3,1,Fit
REV-006175,ETH-412,Ethnic,Libas,USR-3404,XS,158.0,45.1,Athletic,Fit,"Absolutely love the fit of size XS. Length is quite long, might need tailoring. Watch out after washing, might shrink slightly.",5,0,None
REV-006176,ETH-412,Ethnic,Libas,USR-3690,S,158.1,54.9,Regular,Fit,"Perfect fit right out of the package. Too long for my height, dragged on the floor without heels. Watch out after washing, might shrink slightly.",4,0,None
REV-006177,JNS-206,Jeans,Mast & Harbour,USR-1258,M,146.4,48.1,Pear,Fit,"Absolutely love the fit of size M. Fits very comfortably around the waist. Length is quite long, might need tailoring.",5,0,None
REV-006178,TOP-311,Top,Mast & Harbour,USR-6772,L,168.8,72.2,Athletic,Fit,Perfect fit right out of the package. Fits very comfortably around the waist. Tight across the shoulders and chest area.,5,0,None
REV-006179,JNS-207,Jeans,Mango,USR-5738,M,159.1,59.2,Pear,Large,Had to return size M because it was much too big. Very constricting waistline. A little too short on me.,2,1,Fit
REV-006180,DRS-110,Dress,Dressberry,USR-9107,M,158.7,59.9,Athletic,Fit,Size M fits like a glove! True to size. A little too short on me.,5,0,None
REV-006181,TOP-306,Top,Mast & Harbour,USR-1690,M,173.0,80.4,Athletic,Fit,"Matches the size chart accurately, so comfortable. Fits very comfortably around the waist. Chest and shoulder seams align nicely.",4,0,None
REV-006182,JNS-208,Jeans,Wrogn,USR-9156,M,166.0,58.8,Regular,Large,"Ordered my usual size M and it was swimming on me. Great length, falls just right.",1,1,Fit
REV-006183,JNS-203,Jeans,Roadster,USR-8404,S,167.6,47.2,Athletic,Large,"Definitely oversized cut, consider sizing down. Waist is roomy and relaxed.",4,1,Fit
REV-006184,DRS-108,Dress,Mango,USR-5435,L,160.8,65.7,Hourglass,Small,"I usually wear L, but this was way too snug. The waistband dug right into my sides. Buttons pulled open at the chest.",1,1,Fit
REV-006185,TOP-308,Top,Dressberry,USR-8736,L,167.5,72.3,Regular,Fit,"Absolutely love the fit of size L. Fits very comfortably around the waist. Great length, falls just right.",5,0,None
REV-006186,ETH-405,Ethnic,Libas,USR-6623,S,164.5,60.8,Regular,Fit,"Size S fits like a glove! True to size. Length is quite long, might need tailoring.",5,0,None
REV-006187,ETH-402,Ethnic,Anouk,USR-1873,S,166.2,54.1,Regular,Fit,"Matches the size chart accurately, so comfortable. Rigid material with no give whatsoever. Runs small at bust for anyone with curves.",5,0,None
REV-006188,JNS-201,Jeans,Roadster,USR-4705,M,156.8,57.6,Petite,Small,Ordered size M but this definitely runs small. Very constricting waistline.,3,0,None
REV-006189,DRS-101,Dress,Mango,USR-9779,XS,163.7,44.2,Regular,Large,Had to return size XS because it was much too big. Very constricting waistline. Buttons pulled open at the chest.,1,1,Fit
REV-006190,ETH-413,Ethnic,Taavi,USR-6557,L,165.6,71.7,Pear,Fit,"Matches the size chart accurately, so comfortable. Rigid material with no give whatsoever. Great length, falls just right.",4,0,None
REV-006191,JNS-208,Jeans,Wrogn,USR-8480,L,162.0,84.5,Pear,Fit,"Matches the size chart accurately, so comfortable.",4,0,None
REV-006192,JNS-205,Jeans,Dressberry,USR-1665,S,157.9,54.4,Hourglass,Fit,Perfect fit right out of the package. Extremely tight around waist with almost no give.,5,0,None
REV-006193,TOP-313,Top,Taavi,USR-5455,M,159.8,58.5,Pear,Fit,"Absolutely love the fit of size M. Chest and shoulder seams align nicely. Watch out after washing, might shrink slightly.",5,0,None
REV-006194,DRS-109,Dress,Roadster,USR-9407,XS,160.3,45.9,Regular,Fit,Perfect fit right out of the package. Loose at the bust and chest armholes. Love the comfortable stretch in this fabric.,3,0,None
REV-006195,JNS-205,Jeans,Dressberry,USR-5072,L,158.8,57.6,Athletic,Fit,Absolutely love the fit of size L. Waist was noticeably smaller than standard sizing.,2,0,None
REV-006196,DRS-111,Dress,Anouk,USR-3312,XL,170.9,92.2,Athletic,Fit,Size XL fits like a glove! True to size. A bit longer than pictured on the model. Fabric has zero stretch and is quite stiff.,5,0,None
REV-006197,JNS-211,Jeans,Roadster,USR-9390,S,171.6,59.6,Regular,Fit,"Matches the size chart accurately, so comfortable. Cropped shorter than expected for tall frames. Gaped at the waist quite a bit.",5,0,None
REV-006198,TOP-306,Top,Mast & Harbour,USR-4443,M,157.8,56.2,Hourglass,Fit,"Absolutely love the fit of size M. Watch out after washing, might shrink slightly. Fits very comfortably around the waist.",5,0,None
REV-006199,JNS-201,Jeans,Roadster,USR-6545,M,174.6,68.8,Pear,Small,"Beautiful piece, but sizing is off and it runs tight. Extremely tight around waist with almost no give. A little too short on me.",1,0,None
REV-006200,JNS-210,Jeans,Dressberry,USR-5119,S,153.5,50.2,Petite,Large,"Definitely oversized cut, consider sizing down. Fits very comfortably around the waist. A bit longer than pictured on the model.",3,1,Fit
REV-006201,JNS-201,Jeans,Roadster,USR-5215,L,167.6,72.6,Athletic,Small,"Felt very suffocating in size L, recommend sizing up. The waistband dug right into my sides.",1,1,Fit
REV-006202,DRS-109,Dress,Roadster,USR-1903,L,161.1,67.0,Athletic,Fit,"Matches the size chart accurately, so comfortable. Great length, falls just right. Loose at the bust and chest armholes.",5,0,None
REV-006203,JNS-202,Jeans,Mango,USR-9522,M,147.0,51.0,Regular,Fit,Absolutely love the fit of size M. Fits very comfortably around the waist. Rigid material with no give whatsoever.,4,0,None
REV-006204,ETH-401,Ethnic,Libas,USR-7749,M,168.4,56.8,Pear,Large,"Runs on the larger side, felt baggy and loose. Loose at the bust and chest armholes. Gaped at the waist quite a bit.",1,0,None
REV-006205,ETH-403,Ethnic,W for Woman,USR-9936,XS,156.8,40.6,Hourglass,Fit,Absolutely love the fit of size XS. Fabric has zero stretch and is quite stiff.,5,0,None
REV-006206,ETH-405,Ethnic,Libas,USR-5480,M,173.3,61.5,Hourglass,Large,Had to return size M because it was much too big. Fits very comfortably around the waist. Chest and shoulder seams align nicely.,1,1,Fit
REV-006207,TOP-308,Top,Dressberry,USR-5509,L,164.1,68.7,Pear,Fit,"Perfect fit right out of the package. Great length, falls just right. Watch out after washing, might shrink slightly.",4,0,None
REV-006208,TOP-303,Top,Dressberry,USR-2835,M,172.8,67.5,Regular,Large,"Runs on the larger side, felt baggy and loose. Fabric has zero stretch and is quite stiff. Great length, falls just right.",5,1,Fit
REV-006209,JNS-202,Jeans,Mango,USR-7076,M,158.8,60.2,Pear,Fit,Size M fits like a glove! True to size. Fabric has zero stretch and is quite stiff. A bit longer than pictured on the model.,4,0,None
REV-006210,DRS-111,Dress,Anouk,USR-3783,M,171.2,66.1,Athletic,Large,"Runs on the larger side, felt baggy and loose. Rigid material with no give whatsoever. Chest and shoulder seams align nicely.",2,1,Fit
REV-006211,DRS-111,Dress,Anouk,USR-9262,XS,156.0,42.2,Regular,Fit,"Matches the size chart accurately, so comfortable. Too long for my height, dragged on the floor without heels. Watch out after washing, might shrink slightly.",4,0,None
REV-006212,DRS-108,Dress,Mango,USR-3291,M,154.2,63.0,Petite,Small,"Ordered size M but this definitely runs small. Too long for my height, dragged on the floor without heels. Extremely tight around waist with almost no give.",4,0,None
REV-006213,DRS-108,Dress,Mango,USR-8651,XS,160.3,53.7,Petite,Small,"Beautiful piece, but sizing is off and it runs tight. Length is quite long, might need tailoring. Waist was noticeably smaller than standard sizing.",2,0,None
REV-006214,JNS-212,Jeans,Mango,USR-8983,L,157.6,58.4,Hourglass,Fit,"Absolutely love the fit of size L. Too long for my height, dragged on the floor without heels.",3,0,None
REV-006215,DRS-107,Dress,Mast & Harbour,USR-9069,S,160.9,57.4,Pear,Fit,"Matches the size chart accurately, so comfortable. Rigid material with no give whatsoever.",5,0,None
REV-006216,TOP-302,Top,Wrogn,USR-6032,L,171.7,85.6,Regular,Small,"Felt very suffocating in size L, recommend sizing up. Extremely tight around waist with almost no give. Too long for my height, dragged on the floor without heels.",2,0,None
REV-006217,ETH-410,Ethnic,Anouk,USR-8435,M,151.6,56.1,Pear,Fit,"Size M fits like a glove! True to size. Length is quite long, might need tailoring. Fabric has zero stretch and is quite stiff.",4,0,None
REV-006218,ETH-411,Ethnic,W for Woman,USR-5147,M,157.2,55.0,Pear,Fit,"Matches the size chart accurately, so comfortable. Watch out after washing, might shrink slightly. Chest and shoulder seams align nicely.",4,0,None
REV-006219,DRS-108,Dress,Mango,USR-9021,S,164.6,60.7,Regular,Fit,"Size S fits like a glove! True to size. Extremely tight around waist with almost no give. Too long for my height, dragged on the floor without heels.",5,0,None
REV-006220,JNS-205,Jeans,Dressberry,USR-6673,L,164.1,69.3,Athletic,Fit,Size L fits like a glove! True to size. Extremely tight around waist with almost no give.,4,0,None
REV-006221,ETH-412,Ethnic,Libas,USR-4961,S,164.5,56.1,Pear,Small,"Beautiful piece, but sizing is off and it runs tight. Chest and shoulder seams align nicely. A bit longer than pictured on the model.",1,1,Fit
REV-006222,DRS-108,Dress,Mango,USR-3377,XS,158.2,44.4,Pear,Fit,"Absolutely love the fit of size XS. Waist was noticeably smaller than standard sizing. Too long for my height, dragged on the floor without heels.",4,0,None
REV-006223,ETH-409,Ethnic,Taavi,USR-1716,XL,156.7,75.3,Regular,Fit,"Absolutely love the fit of size XL. A bit longer than pictured on the model. Watch out after washing, might shrink slightly.",4,0,None
REV-006224,TOP-311,Top,Mast & Harbour,USR-9382,XS,157.1,46.1,Regular,Fit,Absolutely love the fit of size XS. Runs small at bust for anyone with curves.,5,0,None
REV-006225,DRS-108,Dress,Mango,USR-8192,M,164.7,61.8,Petite,Fit,"Size M fits like a glove! True to size. Waist was noticeably smaller than standard sizing. Length is quite long, might need tailoring.",5,0,None
REV-006226,ETH-404,Ethnic,Taavi,USR-6963,M,161.2,74.2,Petite,Fit,"Absolutely love the fit of size M. Plenty of room around the waist. Great length, falls just right.",5,0,None
REV-006227,TOP-311,Top,Mast & Harbour,USR-4423,M,166.2,58.5,Hourglass,Small,"I usually wear M, but this was way too snug. Tight across the shoulders and chest area. Great length, falls just right.",3,1,Fit
REV-006228,TOP-302,Top,Wrogn,USR-7209,S,159.6,54.2,Athletic,Large,"Runs on the larger side, felt baggy and loose. A bit longer than pictured on the model. Gaped at the waist quite a bit.",1,1,Fit
REV-006229,ETH-403,Ethnic,W for Woman,USR-6026,S,168.4,62.5,Hourglass,Large,Had to return size S because it was much too big. Loose at the bust and chest armholes. Fabric has zero stretch and is quite stiff.,1,1,Fit
REV-006230,ETH-401,Ethnic,Libas,USR-9067,M,150.3,52.0,Petite,Large,"Had to return size M because it was much too big. Watch out after washing, might shrink slightly. Loose at the bust and chest armholes.",3,0,None
REV-006231,DRS-111,Dress,Anouk,USR-6095,XL,152.0,72.8,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Too long for my height, dragged on the floor without heels. Fabric has zero stretch and is quite stiff.",5,0,None
REV-006232,JNS-203,Jeans,Roadster,USR-8945,M,155.9,54.9,Hourglass,Fit,"Size M fits like a glove! True to size. Plenty of room around the waist. Length is quite long, might need tailoring.",5,0,None
REV-006233,TOP-304,Top,HRX,USR-3448,XS,164.3,59.6,Regular,Small,"I usually wear XS, but this was way too snug. Love the comfortable stretch in this fabric. Fits very comfortably around the waist.",3,0,None
REV-006234,JNS-207,Jeans,Mango,USR-6190,M,160.5,63.9,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Cropped shorter than expected for tall frames. Extremely tight around waist with almost no give.",5,0,None
REV-006235,ETH-413,Ethnic,Taavi,USR-2974,L,172.9,78.1,Regular,Fit,Absolutely love the fit of size L. Rigid material with no give whatsoever.,5,0,None
REV-006236,TOP-306,Top,Mast & Harbour,USR-6340,S,172.6,57.2,Athletic,Small,"Beautiful piece, but sizing is off and it runs tight. Very constricting waistline. Fabric has zero stretch and is quite stiff.",2,0,None
REV-006237,DRS-101,Dress,Mango,USR-3806,M,164.7,64.5,Pear,Fit,Perfect fit right out of the package. Buttons pulled open at the chest. Extremely tight around waist with almost no give.,3,0,None
REV-006238,TOP-307,Top,HRX,USR-3923,L,164.9,77.3,Regular,Large,"Definitely oversized cut, consider sizing down. Buttons pulled open at the chest. Love the comfortable stretch in this fabric.",2,1,Fit
REV-006239,TOP-302,Top,Wrogn,USR-3287,S,161.0,56.1,Pear,Large,"Runs on the larger side, felt baggy and loose. Plenty of room around the waist. Loose at the bust and chest armholes.",2,0,None
REV-006240,TOP-308,Top,Dressberry,USR-8061,S,166.1,45.5,Pear,Fit,Size S fits like a glove! True to size. Fabric has zero stretch and is quite stiff.,5,0,None
REV-006241,TOP-302,Top,Wrogn,USR-2318,M,160.9,58.7,Hourglass,Large,"Definitely oversized cut, consider sizing down. Loose at the bust and chest armholes. Waist is roomy and relaxed.",4,1,Fit
REV-006242,DRS-110,Dress,Dressberry,USR-1316,L,156.2,66.4,Pear,Fit,Perfect fit right out of the package. Fits very comfortably around the waist. Cropped shorter than expected for tall frames.,4,0,None
REV-006243,DRS-112,Dress,Mast & Harbour,USR-9184,S,155.3,54.7,Pear,Fit,Perfect fit right out of the package. Way too tight across the bust and chest. A bit longer than pictured on the model.,5,1,Not as pictured
REV-006244,DRS-112,Dress,Mast & Harbour,USR-2241,XL,164.5,76.7,Pear,Fit,Perfect fit right out of the package. Buttons pulled open at the chest. Fits very comfortably around the waist.,3,0,None
REV-006245,ETH-401,Ethnic,Libas,USR-9762,L,162.4,70.6,Hourglass,Fit,"Absolutely love the fit of size L. Length is quite long, might need tailoring. Watch out after washing, might shrink slightly.",4,0,None
REV-006246,DRS-107,Dress,Mast & Harbour,USR-7042,M,167.3,66.2,Regular,Fit,Size M fits like a glove! True to size. Rigid material with no give whatsoever. Fits very comfortably around the waist.,4,0,None
REV-006247,DRS-104,Dress,Taavi,USR-9442,XS,155.1,42.7,Pear,Fit,Absolutely love the fit of size XS. Plenty of room around the waist. A bit longer than pictured on the model.,4,0,None
REV-006248,JNS-208,Jeans,Wrogn,USR-2854,S,163.2,56.3,Athletic,Small,"I usually wear S, but this was way too snug. The waistband dug right into my sides.",2,0,None
REV-006249,DRS-103,Dress,Roadster,USR-2952,L,168.8,74.1,Pear,Fit,"Size L fits like a glove! True to size. Super stretchy and forgiving material. Great length, falls just right.",4,0,None
REV-006250,DRS-102,Dress,Dressberry,USR-8715,S,161.2,48.9,Pear,Large,Had to return size S because it was much too big. Waist is roomy and relaxed.,2,1,Fit
REV-006251,TOP-307,Top,HRX,USR-6495,S,166.0,53.3,Regular,Fit,Absolutely love the fit of size S. Love the comfortable stretch in this fabric. Way too tight across the bust and chest.,4,0,None
REV-006252,TOP-313,Top,Taavi,USR-8894,S,157.3,48.2,Hourglass,Fit,Size S fits like a glove! True to size. Chest and shoulder seams align nicely. Rigid material with no give whatsoever.,5,0,None
REV-006253,JNS-201,Jeans,Roadster,USR-8509,L,161.6,72.2,Petite,Small,Ordered size L but this definitely runs small. Extremely tight around waist with almost no give.,5,0,None
REV-006254,ETH-410,Ethnic,Anouk,USR-6324,M,162.5,56.8,Pear,Fit,Size M fits like a glove! True to size. Rigid material with no give whatsoever.,4,0,None
REV-006255,DRS-102,Dress,Dressberry,USR-7813,M,152.1,58.5,Athletic,Small,"Ordered size M but this definitely runs small. Length is quite long, might need tailoring. Chest and shoulder seams align nicely.",5,0,None
REV-006256,TOP-309,Top,Mango,USR-3152,M,157.2,58.4,Regular,Small,Ordered size M but this definitely runs small. Tight across the shoulders and chest area. Fabric has zero stretch and is quite stiff.,2,1,Fit
REV-006257,JNS-201,Jeans,Roadster,USR-6291,L,160.1,67.6,Pear,Small,"Beautiful piece, but sizing is off and it runs tight. Very constricting waistline.",3,0,None
REV-006258,ETH-404,Ethnic,Taavi,USR-6054,L,161.4,59.9,Hourglass,Fit,Size L fits like a glove! True to size. Chest and shoulder seams align nicely. Rigid material with no give whatsoever.,5,0,None
REV-006259,ETH-409,Ethnic,Taavi,USR-9395,XL,165.8,85.8,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Chest and shoulder seams align nicely. Too long for my height, dragged on the floor without heels.",3,0,None
REV-006260,JNS-207,Jeans,Mango,USR-4410,M,168.5,64.9,Athletic,Large,"Definitely oversized cut, consider sizing down. A little too short on me. Waist was noticeably smaller than standard sizing.",2,1,Fit
REV-006261,DRS-105,Dress,Mango,USR-1562,M,162.5,56.0,Petite,Fit,Absolutely love the fit of size M. The waistband dug right into my sides. Way too tight across the bust and chest.,5,0,None
REV-006262,DRS-110,Dress,Dressberry,USR-8379,M,156.0,51.4,Regular,Fit,Perfect fit right out of the package. A little too short on me. Chest and shoulder seams align nicely.,4,1,Not as pictured
REV-006263,JNS-204,Jeans,HRX,USR-3972,L,157.2,63.5,Pear,Fit,Absolutely love the fit of size L. Love the comfortable stretch in this fabric.,4,0,None
REV-006264,TOP-312,Top,Wrogn,USR-8227,M,155.2,68.1,Pear,Small,"I usually wear M, but this was way too snug. Loose at the bust and chest armholes. A bit longer than pictured on the model.",1,1,Fit
REV-006265,DRS-110,Dress,Dressberry,USR-1002,S,167.6,65.4,Petite,Small,"I usually wear S, but this was way too snug. A little too short on me. Extremely tight around waist with almost no give.",1,0,None
REV-006266,DRS-111,Dress,Anouk,USR-1257,S,162.5,55.7,Regular,Fit,Absolutely love the fit of size S. A bit longer than pictured on the model. Fabric has zero stretch and is quite stiff.,4,0,None
REV-006267,ETH-404,Ethnic,Taavi,USR-7828,L,164.3,73.8,Athletic,Fit,Absolutely love the fit of size L. Rigid material with no give whatsoever. Plenty of room around the waist.,5,0,None
REV-006268,ETH-413,Ethnic,Taavi,USR-6288,XS,157.7,43.2,Hourglass,Fit,"Perfect fit right out of the package. Watch out after washing, might shrink slightly.",1,0,None
REV-006269,JNS-208,Jeans,Wrogn,USR-4866,S,167.3,68.4,Petite,Fit,"Size S fits like a glove! True to size. Great length, falls just right.",5,0,None
REV-006270,ETH-403,Ethnic,W for Woman,USR-1781,S,154.9,49.0,Petite,Large,"Definitely oversized cut, consider sizing down. Plenty of room around the waist. Watch out after washing, might shrink slightly.",4,1,Quality
REV-006271,DRS-110,Dress,Dressberry,USR-5301,S,156.7,50.2,Regular,Fit,Absolutely love the fit of size S. Chest and shoulder seams align nicely. Cropped shorter than expected for tall frames.,5,0,None
REV-006272,DRS-108,Dress,Mango,USR-9388,S,160.3,57.0,Regular,Fit,"Perfect fit right out of the package. The waistband dug right into my sides. Length is quite long, might need tailoring.",4,0,None
REV-006273,JNS-212,Jeans,Mango,USR-9995,M,158.1,50.8,Athletic,Fit,"Matches the size chart accurately, so comfortable. Length is quite long, might need tailoring. Fits very comfortably around the waist.",4,0,None
REV-006274,TOP-304,Top,HRX,USR-1290,M,160.9,61.7,Pear,Fit,Size M fits like a glove! True to size. The fabric has amazing stretch and recovery.,5,0,None
